"","tree_height","x","y","clay","annual_precip","wind_speed","solar_radiation","temperature_average","water_vapor","predicted_height","growth_rate"
"20",16.2150001525879,142.75,-12.25,16.0394840240479,1784,3.00099992752075,19595.5,25.8799991607666,2.46420001983643,1.28391677733379,0.28512776
"21",11.9055557250977,130.75,-12.75,12.4837083816528,1515,2.80266666412354,20901.166015625,27.2316665649414,2.46713328361511,1.25691272853936,0.26874835
"22",11.7469882965088,131.25,-12.75,36.8530349731445,1369,2.07966661453247,20965.5,27.2700004577637,2.38413333892822,1.19524561711307,0.25985841
"23",9.35978221893311,131.75,-12.75,16.3533248901367,1361,1.83433330059052,20907.5,27.3850002288818,2.31946659088135,1.3051339268751,0.25937129
"24",10.870454788208,132.25,-12.75,12.2885999679565,1406,2.02866673469543,20958.166015625,27.58766746521,2.33436679840088,1.31801891525788,0.26211134
"25",11.9922819137573,132.75,-12.75,16.7134265899658,1444,1.81933331489563,21010.333984375,27.8763332366943,2.32909989356995,1.3622997252744,0.26442516
"26",14.1400003433228,133.25,-12.75,26.5959644317627,1428,1.82299995422363,20705.916015625,26.7560005187988,2.16496658325195,1.43312473324994,0.26345092
"27",12.207142829895,133.75,-12.75,10.1142234802246,1314,1.86266660690308,20855.166015625,26.5540008544922,2.20513343811035,1.22804545634725,0.25650946
"28",17.1649036407471,134.25,-12.75,10.2266101837158,1216,1.8309999704361,20841.75,27.1909999847412,2.3018000125885,1.26866571373218,0.25054224
"29",15.1247367858887,134.75,-12.75,14.6809968948364,1168,1.70466661453247,20794.666015625,27.1943340301514,2.36913323402405,1.26238880102794,0.24761952
"30",14.3039999008179,135.25,-12.75,12.3601865768433,1207,1.99333333969116,20665.666015625,26.9036655426025,2.39333343505859,1.26812091570054,0.24999423
"31",12.1999998092651,135.75,-12.75,16.0266914367676,1253,2.63266658782959,20622.583984375,26.7266654968262,2.43233323097229,1.23296286307618,0.25279517
"32",12.3135662078857,136.25,-12.75,13.8381719589233,1293,3.3953332901001,20154.666015625,26.7836666107178,2.50110006332397,1.21335154937836,0.25523077
"33",18.8166675567627,142.25,-12.75,16.4299125671387,1768,2.98833322525024,20099.916015625,26.1303329467773,2.3953332901001,1.27454271219057,0.28415352
"34",13.0545454025269,142.75,-12.75,27.285774230957,1784,3.0220000743866,19776.666015625,25.9673328399658,2.36046671867371,1.50717021173421,0.28512776
"35",17.4300003051758,143.25,-12.75,18.6946773529053,1952,3.32266664505005,19500.666015625,25.6806659698486,2.55476665496826,1.31731441240913,0.29535728
"36",17.3085708618164,130.25,-13.25,50.8359909057617,1375,2.97033333778381,21132.25,26.8636665344238,2.4524667263031,1.23826121073012,0.26022375
"37",11.7875003814697,130.75,-13.25,15.0632276535034,1372,1.8896666765213,21079.166015625,27.0126667022705,2.26036667823792,1.28321911315351,0.26004108
"38",11.5608110427856,131.25,-13.25,15.4366540908813,1303,1.76499998569489,21067.5,27.5149993896484,2.25186657905579,1.27945556134291,0.25583967
"39",10.3009996414185,131.75,-13.25,10.7999649047852,1315,1.72399997711182,21028,27.6149997711182,2.19863319396973,1.27975563338669,0.25657035
"40",11.3911762237549,132.25,-13.25,15.5869131088257,1353,1.75733327865601,21082.833984375,27.6903324127197,2.21449995040894,1.29913499075764,0.25888417
"41",15.3444442749023,132.75,-13.25,12.8328123092651,1351,1.75966668128967,21161.833984375,27.8756675720215,2.22893333435059,1.31654611220692,0.25876239
"42",12.9686918258667,133.25,-13.25,8.46802139282227,1343,1.89100003242493,20954.5,26.5590000152588,2.06306672096252,1.15519223944098,0.25827527
"43",15.8666667938232,133.75,-13.25,15.0156488418579,1248,1.87600004673004,20913.833984375,26.2306671142578,2.0950665473938,1.20847855985839,0.25249072
"44",15.1293268203735,134.25,-13.25,8.16623020172119,1164,1.78266668319702,20940.916015625,26.7596664428711,2.18409991264343,1.21849240867469,0.24737596
"45",14.2023811340332,134.75,-13.25,14.4580841064453,1127,1.66033339500427,20907.75,27.1429996490479,2.24956679344177,1.222266907988,0.24512303
"46",12.1450004577637,135.25,-13.25,11.5919799804688,1156,1.82299995422363,20879.333984375,26.8040008544922,2.26699995994568,1.2391872412728,0.24688884
"47",13.4523525238037,135.75,-13.25,12.1438426971436,1163,3.0753333568573,20615.083984375,27.2169990539551,2.49180006980896,1.16917273632362,0.24731507
"48",20.9869556427002,142.25,-13.25,25.528715133667,1604,2.46166658401489,20206.083984375,26.1886672973633,2.31060004234314,1.46378884498012,0.27416756
"49",13.6212120056152,142.75,-13.25,33.8957595825195,1560,2.76566672325134,19960.833984375,26.0763339996338,2.28340005874634,1.62777402639853,0.2714884
"50",13.027419090271,143.25,-13.25,15.2570095062256,1556,3.27666664123535,19459.333984375,24.7409992218018,2.346266746521,1.29041195315605,0.27124484
"51",17.1274642944336,130.25,-13.75,12.7452907562256,1269,2.16700005531311,21271.333984375,27.4029998779297,2.24873328208923,1.22469038360643,0.25376941
"52",13.0838708877563,130.75,-13.75,20.2488670349121,1269,1.81533336639404,21280,27.2116661071777,2.1939332485199,1.22411366899601,0.25376941
"53",10.2228574752808,131.25,-13.75,18.5735054016113,1218,1.81099998950958,21249,27.1153335571289,2.16100001335144,1.20695267725003,0.25066402
"54",13.7060747146606,131.75,-13.75,11.873649597168,1232,1.88033330440521,21122.833984375,27.0206661224365,2.05896663665771,1.17414671382475,0.25151648
"55",8.99318218231201,132.25,-13.75,14.858570098877,1264,1.87633335590363,21156.75,27.1316661834717,2.0631000995636,1.20099630511116,0.25346496
"56",14.5418748855591,132.75,-13.75,7.94819688796997,1263,1.9099999666214,21133.333984375,26.8296661376953,2.03206658363342,1.14193998784944,0.25340407
"57",13.5745096206665,133.25,-13.75,17.4111442565918,1218,2.04266667366028,21018.333984375,26.0013332366943,1.97743332386017,1.18585146133921,0.25066402
"58",14.1949996948242,133.75,-13.75,11.1923608779907,1120,1.98000001907349,21103.333984375,26.4586658477783,2.07523322105408,1.15213538756355,0.2446968
"59",13.0064516067505,134.25,-13.75,17.2655239105225,1058,1.86566662788391,21060.916015625,27.2806663513184,2.15933322906494,1.13882784295885,0.24092162
"60",8.67720603942871,134.75,-13.75,12.4289226531982,1055,1.7940000295639,21011.833984375,27.16233253479,2.17869997024536,1.1748416770711,0.24073895
"61",11.4435901641846,135.25,-13.75,13.291111946106,1075,1.84599995613098,21029.833984375,26.917667388916,2.26419997215271,1.20639193672001,0.24195675
"62",10.9975175857544,135.75,-13.75,7.94524431228638,1113,2.87299990653992,20992.416015625,26.8606662750244,2.46403336524963,1.15844178221315,0.24427057
"63",12.6725492477417,136.25,-13.75,15.5614585876465,1134,3.2284722328186,20901.583984375,27.0194435119629,2.53527784347534,1.17795527048384,0.24554926
"64",17.4410247802734,141.75,-13.75,15.2294015884399,1494,2.52666664123535,20596.333984375,26.3980007171631,2.36426663398743,1.2558647665667,0.26746966
"65",18.9367923736572,142.25,-13.75,14.4679384231567,1426,2.03133320808411,20356.916015625,26.3269996643066,2.25976657867432,1.25849749037829,0.26332914
"66",20.7458324432373,142.75,-13.75,17.0346298217773,1303,2.28833341598511,20180.5,26.0653343200684,2.23863339424133,1.25899251899452,0.25583967
"67",13.0928573608398,143.25,-13.75,21.0761604309082,1324,3.68099999427795,19683.833984375,23.1280002593994,2.13596653938293,1.33305473725454,0.25711836
"68",9.27105236053467,126.25,-14.25,8.5355749130249,1070,2.74799990653992,21880.5,27.5036678314209,2.28823328018188,1.08095960305813,0.2416523
"69",8.69499969482422,126.75,-14.25,11.3096265792847,1149,2.38166666030884,21741.916015625,26.878999710083,2.10166668891907,1.11851808500772,0.24646261
"70",10.0583333969116,127.25,-14.25,8.38252639770508,1092,2.03733325004578,21710.416015625,27.1056671142578,2.04956674575806,1.12373552243285,0.24299188
"71",18.1214294433594,129.75,-14.25,10.1804780960083,1109,2.46966671943665,21526,27.2399997711182,2.19770002365112,1.11883277068449,0.24402701
"72",11.5825004577637,130.25,-14.25,15.2858934402466,1198,2.08333325386047,21273.583984375,26.1496658325195,2.00136661529541,1.15566126673261,0.24944622
"73",14.1039476394653,130.75,-14.25,13.0739717483521,1197,1.89399993419647,21350.583984375,26.4876670837402,1.95239996910095,1.14085030459168,0.24938533
"74",12.223484992981,131.25,-14.25,14.639256477356,1120,1.9190000295639,21381.916015625,27.1516666412354,2.03156661987305,1.13216107464332,0.2446968
"75",11.1815071105957,131.75,-14.25,12.0416793823242,1090,1.94000005722046,21363.083984375,27.2413330078125,2.03713345527649,1.11810268858869,0.2428701
"76",10.5317077636719,132.25,-14.25,15.6705598831177,1097,1.97699999809265,21299.583984375,27.2096672058105,1.98629999160767,1.1087034162416,0.24329633
"77",9.86404514312744,132.75,-14.25,14.346999168396,1064,2.00699996948242,21253.333984375,26.9873332977295,1.98386669158936,1.09783603964664,0.24128696
"78",12.2458333969116,133.25,-14.25,9.68047332763672,1024,2.01233339309692,21181.916015625,26.8819999694824,2.00036668777466,1.08798834664452,0.23885136
"79",8.46496391296387,133.75,-14.25,12.9391603469849,965,1.95666658878326,21277.416015625,27.4013328552246,2.10303330421448,1.0887951594314,0.23525885
"80",8.22187519073486,134.25,-14.25,16.1626167297363,960,1.96033334732056,21246.916015625,27.1366672515869,2.0832998752594,1.08298401679332,0.2349544
"81",7.94090890884399,134.75,-14.25,11.505054473877,974,1.98633325099945,21192.416015625,26.9693336486816,2.11636662483215,1.11929906608064,0.23580686
"82",9.26111125946045,135.25,-14.25,9.80931663513184,993,2.16599988937378,21262.166015625,27.207332611084,2.29853343963623,1.16742967696749,0.23696377
"83",7.44932413101196,135.75,-14.25,9.00155830383301,1080,3.40499997138977,21037.833984375,27.1900005340576,2.47366666793823,1.04773937666741,0.2422612
"84",8.92222213745117,136.75,-14.25,11.8066873550415,1243,3.27222228050232,21002.833984375,26.7708339691162,2.53263878822327,1.15768246988637,0.25218627
"85",13.7326526641846,141.75,-14.25,17.4337787628174,1384,2.87000012397766,20728.583984375,26.4360008239746,2.384033203125,1.23006823377887,0.26077176
"86",14.680682182312,142.25,-14.25,19.5489692687988,1313,1.98266661167145,20547.416015625,26.4629993438721,2.22993326187134,1.28271683545626,0.25644857
"87",14.4347057342529,142.75,-14.25,11.2196865081787,1228,2.03466653823853,20351.333984375,26.08766746521,2.16973328590393,1.18660645821055,0.25127292
"88",14.3163261413574,143.25,-14.25,14.2235307693481,1224,2.85533332824707,20131.583984375,25.3666667938232,2.22093343734741,1.20714626347836,0.25102936
"89",12.5,125.25,-14.75,11.3664531707764,1319,2.76566672325134,21949.25,27.2813339233398,2.27169990539551,1.17045914633954,0.25681391
"90",10.1130952835083,125.75,-14.75,14.0697584152222,1485,2.58133339881897,21859.416015625,26.0049991607666,2.07443332672119,1.16949272966846,0.26692165
"91",10.8330879211426,126.25,-14.75,10.6840171813965,1336,2.07866668701172,21854.5,26.3106670379639,1.93316662311554,1.14734103618184,0.25784904
"92",9.64166641235352,126.75,-14.75,13.2815427780151,1147,1.72200000286102,21962.75,27.4629993438721,1.95296669006348,1.13120452942572,0.24634083
"93",9.33152198791504,127.25,-14.75,6.85243892669678,1094,1.72533333301544,21775,26.8993339538574,1.84136664867401,1.06122971881346,0.24311366
"94",7.54662179946899,127.75,-14.75,10.574236869812,969,2.19233322143555,21783.583984375,27.8263339996338,1.97596669197083,1.0035552073837,0.23550241
"95",7.40999984741211,129.75,-14.75,15.1841726303101,992,3.345454454422,21569.333984375,27.7893943786621,2.17606067657471,0.983413064940493,0.23690288
"96",9.05000019073486,130.25,-14.75,10.8927965164185,1024,2.45266675949097,21608.416015625,27.3056659698486,2.037433385849,1.03794708433449,0.23885136
"97",8.48421096801758,130.75,-14.75,16.7525367736816,1062,1.93166661262512,21518.833984375,26.8473339080811,1.85500001907349,1.07947057853683,0.24116518
"98",7.57926845550537,131.25,-14.75,14.068359375,1021,1.96966671943665,21510,26.8946666717529,1.88713335990906,1.05933489227374,0.23866869
"99",7.91470575332642,131.75,-14.75,6.80670166015625,974,1.99133336544037,21513.166015625,27.1436672210693,1.93056666851044,1.03813425295009,0.23580686
"100",10.1042451858521,132.25,-14.75,6.64800119400024,927,2.03566670417786,21516.833984375,27.1336669921875,1.95253324508667,1.03305880775658,0.23294503
"101",10.5986204147339,132.75,-14.75,17.8817234039307,905,2.09833335876465,21435.083984375,26.7670001983643,1.93753337860107,1.03641439431114,0.23160545
"102",10.7814283370972,133.25,-14.75,19.374397277832,851,2.02699995040894,21450.25,27.4860000610352,2.00180006027222,0.984496163027814,0.22831739
"103",8.88508796691895,133.75,-14.75,15.7940263748169,862,1.98699998855591,21450.666015625,27.7236671447754,2.05173325538635,0.997696344289935,0.22898718
"104",6.8712329864502,134.25,-14.75,19.1689414978027,850,1.95233333110809,21421.166015625,27.7630004882812,2.07523345947266,0.979829409033456,0.2282565
"105",5.75581407546997,134.75,-14.75,19.3125247955322,842,2.0716667175293,21380.666015625,27.804666519165,2.17716670036316,0.992948723987169,0.22776938
"106",7.71636343002319,135.25,-14.75,11.1486759185791,917,3.15799999237061,21413.833984375,27.3689994812012,2.34023332595825,1.00687947603434,0.23233613
"107",11.2269229888916,141.75,-14.75,15.156421661377,1307,2.87466669082642,20828.583984375,26.9969997406006,2.34943342208862,1.18896555873565,0.25608323
"108",11.804651260376,142.25,-14.75,14.2017412185669,1237,2.02366662025452,20709.166015625,26.7456665039062,2.20679998397827,1.21613807384063,0.25182093
"109",13.6037635803223,142.75,-14.75,12.4951038360596,1183,1.95366668701172,20553.916015625,26.2756671905518,2.13876676559448,1.19008050675947,0.24853287
"110",13.9250001907349,143.25,-14.75,10.8509616851807,1160,2.16133332252502,20342.5,25.7799987792969,2.15706658363342,1.18005036285382,0.2471324
"111",20.7660713195801,143.75,-14.75,14.2681140899658,1137,2.89966678619385,20264.25,26.375,2.33559989929199,1.19567964714554,0.24573193
"112",15.3891668319702,144.25,-14.75,14.2887487411499,1104,2.84966659545898,20148.25,26.4463329315186,2.35229992866516,1.20512146506763,0.24372256
"113",11.5472974777222,144.75,-14.75,13.6445007324219,1343,3.88499999046326,19596.416015625,25.66233253479,2.38980007171631,1.25130755987448,0.25827527
"114",9.03999996185303,125.25,-15.25,12.6232776641846,1344,2.59599995613098,22014.666015625,26.900333404541,2.07713341712952,1.1425974851482,0.25833616
"115",10.5678567886353,125.75,-15.25,14.1389751434326,1375,2.29466652870178,21933.166015625,26.0803337097168,1.9268000125885,1.1413389701863,0.26022375
"116",11.72789478302,126.25,-15.25,12.3238859176636,1322,1.82599997520447,21860.333984375,25.5853328704834,1.72660005092621,1.10047631546092,0.25699658
"117",10.8692312240601,126.75,-15.25,7.91582441329956,1166,1.78566670417786,21880.5,26.058666229248,1.71329998970032,1.03619882773843,0.24749774
"118",9.55538463592529,127.25,-15.25,7.25627756118774,1037,1.83333337306976,21896,26.7320003509521,1.73259997367859,1.00002455976522,0.23964293
"119",5.45675659179688,127.75,-15.25,7.3376669883728,883,2.32966661453247,21874.833984375,28.2896671295166,1.87853336334229,0.889880667288764,0.23026587
"120",5.14166688919067,128.25,-15.25,24.3142948150635,778,3.04027771949768,22038.333984375,28.3694438934326,2.05486106872559,0.965917824231184,0.22387242
"121",8.16086959838867,128.75,-15.25,4.02633190155029,837,2.37933325767517,21957.5,27.9063339233398,1.95463335514069,0.901153955908555,0.22746493
"122",8.99722194671631,129.25,-15.25,17.5126953125,865,2.9706666469574,21916,27.9669990539551,2.06306672096252,0.944312463304129,0.22916985
"123",7.89189195632935,129.75,-15.25,9.95857238769531,918,3.09233331680298,21846.333984375,27.806999206543,2.02469992637634,0.897181130954905,0.23239702
"124",8.42647075653076,130.25,-15.25,10.3943157196045,969,2.29133343696594,21715.416015625,26.7406673431396,1.82480001449585,0.9959800365761,0.23550241
"125",6.22481203079224,130.75,-15.25,21.1690368652344,916,1.91966664791107,21744.583984375,27.9913330078125,1.84619998931885,0.967778322454961,0.23227524
"126",7.93333339691162,131.25,-15.25,12.1640014648438,928,2.07933330535889,21654.083984375,26.8850002288818,1.76926672458649,0.983940146223901,0.23300592
"127",6.48918914794922,131.75,-15.25,15.9517059326172,889,2.15733337402344,21684.666015625,26.6189994812012,1.79736661911011,0.998693100392572,0.23063121
"128",8.21401500701904,132.25,-15.25,23.457836151123,849,2.15000009536743,21642.5,26.7626667022705,1.8436666727066,0.995730651368007,0.22819561
"129",8.6654167175293,132.75,-15.25,19.5199699401855,821,2.1506667137146,21621,26.7740001678467,1.87816667556763,0.9887130557604,0.22649069
"130",8.87115383148193,133.25,-15.25,23.1645202636719,793,2.13166666030884,21576.833984375,26.8950004577637,1.91733336448669,0.975078960959067,0.22478577
"131",8.97680854797363,133.75,-15.25,17.6041030883789,803,2.07766675949097,21552.75,27.4243335723877,1.9452999830246,0.958242375311272,0.22539467
"132",7.34473705291748,134.25,-15.25,21.3939094543457,795,2.00866675376892,21548.25,27.7476673126221,2.00500011444092,0.933968538894376,0.22490755
"133",6.72118663787842,134.75,-15.25,12.0795249938965,809,2.06333327293396,21510.166015625,27.3003330230713,2.04749989509583,1.00994762485166,0.22576001
"134",5.252272605896,135.25,-15.25,9.59357452392578,848,2.44966650009155,21457.416015625,27.4653339385986,2.1699333190918,1.01554019276305,0.22813472
"135",9.36206912994385,135.75,-15.25,7.42623901367188,925,3.21799993515015,21502.416015625,26.986665725708,2.29243326187134,0.971371843670894,0.23282325
"136",12.0349998474121,141.75,-15.25,24.7266044616699,1233,2.9850001335144,20894.25,26.9340000152588,2.32716655731201,1.22400696077,0.25157737
"137",8.80757617950439,142.25,-15.25,10.4881820678711,1171,2.09333324432373,20786.583984375,26.8216667175293,2.18123340606689,1.17575482763404,0.24780219
"138",10.8617649078369,142.75,-15.25,12.6660327911377,1121,1.9889999628067,20659.916015625,26.6946659088135,2.12170004844666,1.16544955799591,0.24475769
"139",13.2310562133789,143.25,-15.25,14.6045827865601,1086,2.00333333015442,20472,26.2163333892822,2.10890007019043,1.17884763344233,0.24262654
"140",18.9375,143.75,-15.25,13.6571855545044,1042,2.04933333396912,20378.083984375,25.9743328094482,2.16783332824707,1.19734012266359,0.23994738
"141",16.2709999084473,144.25,-15.25,15.2658786773682,1016,2.10533332824707,20281.083984375,26.1453323364258,2.21140003204346,1.20035316319418,0.23836424
"142",14.3075342178345,144.75,-15.25,15.8565797805786,1323,2.61766672134399,20078,26.0516662597656,2.30133318901062,1.2461791551321,0.25705747
"143",15.8571424484253,145.25,-15.25,11.280348777771,1845,4.53560590744019,19877.25,25.5121212005615,2.51030302047729,1.36423193104127,0.28884205
"144",9.30454540252686,125.25,-15.75,13.6709222793579,1256,2.21433329582214,21950.25,25.7093334197998,1.80926668643951,1.09967837763786,0.25297784
"145",10.2414894104004,125.75,-15.75,14.3450450897217,1258,1.99966669082642,21888.333984375,24.9346675872803,1.65619993209839,1.0965016942195,0.25309962
"146",10.5,126.25,-15.75,10.0989789962769,1151,1.87366664409637,21989.583984375,25.7936668395996,1.67030000686646,1.0417889803182,0.24658439
"147",9.26249980926514,126.75,-15.75,8.8713846206665,1067,1.91399991512299,21934.5,25.9939994812012,1.62836670875549,0.99918804117403,0.24146963
"148",6.49275350570679,127.25,-15.75,6.88350772857666,918,1.87466669082642,21991.083984375,27.2423324584961,1.72586667537689,0.948101737085715,0.23239702
"149",6.83716201782227,127.75,-15.75,11.5511360168457,794,2.50166654586792,22011.916015625,28.5386657714844,1.86403334140778,0.834875871372631,0.22484666
"150",9.16666698455811,128.25,-15.75,9.55262470245361,751,2.29800009727478,22026.583984375,28.5563335418701,1.86520004272461,0.819120130817453,0.22222839
"151",8.23684215545654,128.75,-15.75,6.18282318115234,735,2.00566673278809,22065.333984375,28.242000579834,1.86013329029083,0.848345909553164,0.22125415
"152",6.88214302062988,129.25,-15.75,13.4184761047363,828,2.06466674804688,22022,27.9763336181641,1.83233332633972,0.908050650566636,0.22691692
"153",6.83214282989502,129.75,-15.75,20.0767688751221,817,2.2776665687561,21955.5,28.1386661529541,1.90536665916443,0.914023555536374,0.22624713
"154",6.64622640609741,130.25,-15.75,13.6388664245605,843,2.17233324050903,21891,27.7679996490479,1.80789995193481,0.915375156178115,0.22783027
"155",6.30102062225342,130.75,-15.75,22.878812789917,806,1.96566665172577,21862.833984375,27.8356666564941,1.81183326244354,0.912418190035098,0.22557734
"156",8.86666679382324,131.25,-15.75,13.6733694076538,807,2.0993332862854,21844.583984375,27.7829990386963,1.75696659088135,0.892853906572284,0.22563823
"157",4.29294109344482,131.75,-15.75,19.7599639892578,806,2.23900008201599,21786.583984375,26.9039993286133,1.71146678924561,0.939337249484936,0.22557734
"158",6.84178590774536,132.25,-15.75,21.2742671966553,782,2.26099991798401,21797.75,26.507999420166,1.75216662883759,0.961585078140999,0.22411598
"159",7.56219530105591,132.75,-15.75,19.5982437133789,772,2.20266675949097,21725.75,26.6760005950928,1.78699994087219,0.956101177177544,0.22350708
"160",6.90994071960449,133.75,-15.75,19.7790622711182,756,2.23300004005432,21674.75,26.8786659240723,1.8381667137146,0.947564219493572,0.22253284
"161",6.30222225189209,134.25,-15.75,20.8398094177246,754,2.16433334350586,21660.333984375,27.0193328857422,1.86049997806549,0.942745340332209,0.22241106
"162",7.04935884475708,134.75,-15.75,20.3642978668213,760,2.10500001907349,21612.5,26.9736671447754,1.90970003604889,0.958703567175689,0.2227764
"163",4.98799991607666,135.25,-15.75,13.8743515014648,782,2.16133332252502,21666.083984375,27.2986660003662,1.99686670303345,0.971571213430366,0.22411598
"164",7.90781259536743,135.75,-15.75,14.04123878479,842,2.32233333587646,21550.333984375,26.8833332061768,2.04260015487671,1.02136212868542,0.22776938
"165",7.3720588684082,141.75,-15.75,18.0683326721191,1150,2.50399994850159,20906.916015625,26.9363327026367,2.21869993209839,1.16650559663373,0.2465235
"166",9.51521778106689,142.25,-15.75,15.8697204589844,1101,2.04200005531311,20876.916015625,26.8559989929199,2.11733341217041,1.15599992535904,0.24353989
"167",9.53706932067871,142.75,-15.75,13.0532417297363,1055,2.0149998664856,20786,26.9209995269775,2.08500003814697,1.13044473065337,0.24073895
"168",10.2840909957886,143.25,-15.75,12.5811748504639,1022,2.07800006866455,20624.083984375,26.2660007476807,2.05583333969116,1.13709199873063,0.23872958
"169",13.4562501907349,143.75,-15.75,14.9655284881592,990,2.10833334922791,20461.25,25.8483333587646,2.04180002212524,1.15527672998149,0.2367811
"170",9.94407939910889,144.25,-15.75,12.4051513671875,1004,2.14266657829285,20367.333984375,25.5270004272461,2.08313322067261,1.17942978190747,0.23763356
"171",17.7000007629395,144.75,-15.75,16.5602893829346,1334,2.43833327293396,20171.75,25.482666015625,2.18666672706604,1.24590335137646,0.25772726
"172",21.5499992370605,145.25,-15.75,27.0473823547363,1839,4.67533349990845,19657.666015625,23.3563327789307,2.30536675453186,1.33687837525451,0.28847671
"173",10.0916662216187,124.75,-16.25,13.7162961959839,999,2.85400009155273,22142.583984375,26.8996658325195,1.95096659660339,0.983357945967171,0.23732911
"174",7.625,125.25,-16.25,12.6376676559448,1056,2.36933326721191,22089.25,26.201000213623,1.75163328647614,1.02075858730056,0.24079984
"175",7.8287501335144,125.75,-16.25,10.5729198455811,1051,2.10766673088074,22039.666015625,25.7670001983643,1.59893333911896,1.00406859563589,0.24049539
"176",8.75779247283936,126.25,-16.25,6.62758779525757,1040,2.12599992752075,21923.75,25.076000213623,1.51020002365112,0.98740648464328,0.2398256
"177",5.34999990463257,126.75,-16.25,7.23599720001221,957,2.08533334732056,21959.666015625,25.8859996795654,1.54163336753845,0.952491454569468,0.23477173
"178",5.27234029769897,127.25,-16.25,9.34123039245605,854,1.95099997520447,21994.833984375,27.046667098999,1.61733329296112,0.913072187257448,0.22850006
"179",6.01916646957397,127.75,-16.25,11.4956855773926,792,1.98599994182587,22015.083984375,27.2866668701172,1.65100002288818,0.897363124805203,0.22472488
"180",9.10000038146973,128.25,-16.25,21.3148975372314,708,1.92299997806549,22110.916015625,28.3570003509521,1.76376664638519,0.829842916416553,0.21961012
"181",6.41499996185303,128.75,-16.25,25.7441787719727,671,2.04566669464111,22195.333984375,27.1420001983643,1.77676665782928,0.911677372132985,0.21735719
"182",4.46562480926514,129.25,-16.25,19.5433578491211,750,2.01800012588501,21991.666015625,27.3840007781982,1.68846666812897,0.893803690019226,0.2221675
"183",7.22727251052856,129.75,-16.25,31.0950298309326,725,1.98599994182587,22053.083984375,27.8659992218018,1.78533327579498,0.880515313073914,0.22064525
"184",5.59000015258789,130.25,-16.25,16.1598148345947,751,2.10066676139832,22024.333984375,26.9406661987305,1.70236659049988,0.91962607441053,0.22222839
"185",6.62236833572388,130.75,-16.25,17.7320880889893,743,2.09699988365173,21940.916015625,27.0203342437744,1.68299996852875,0.907837612277035,0.22174127
"186",5.80000019073486,131.25,-16.25,22.609691619873,714,2.16100001335144,21888.333984375,27.503999710083,1.72200000286102,0.872177809183199,0.21997546
